Order ID,Order Date,Category,Website,Condition,Seller,List Price Per Unit,Purchase Price Per Unit,Quantity,Shipment Date,Carrier Name & Tracking Number,Item Subtotal,Item Subtotal Tax,Item Total
339,2/26/13,CABLE_OR_ADAPTER,Amazon.com,new,1D4US,$42.99 ,$11.60 ,1,2/27/13,USPS,$11.60 ,$0.00 ,$11.60 
340,3/1/13,HEADPHONES,Amazon.com,new,Amazon.com,$29.99 ,$15.99 ,1,3/3/13,UPS,$15.99 ,$1.32 ,$17.31 
341,3/9/13,RAM_MEMORY,Amazon.com,new,Komputerbay,$99.00 ,$99.00 ,1,3/11/13,USPS,$99.00 ,$0.00 ,$99.00 
342,3/11/13,COMPUTER_INPUT_DEVICE,Amazon.com,new,Amazon.com,$22.70 ,$13.99 ,1,3/11/13,UPS,$13.99 ,$1.15 ,$15.14 
343,3/11/13,SOFTWARE,Amazon.com,new,Amazon.com,$128.70 ,$91.17 ,1,3/12/13,UPS,$91.17 ,$7.52 ,$98.69 
344,3/11/13,ELECTRONIC_CABLE,Amazon.com,new,Importer520  ( USA Seller ),$24.99 ,$4.18 ,1,3/12/13,UPS,$4.18 ,$0.00 ,$4.18 
345,3/11/13,,Amazon.com,new,Amazon.com,$189.99 ,$137.63 ,1,3/12/13,UPS,$137.63 ,$11.35 ,$148.98 
346,3/13/13,CAMERA_OTHER_ACCESSORIES,Amazon.com,new,Amazon.com,$9.99 ,$7.95 ,1,3/13/13,USPS,$7.95 ,$0.66 ,$8.61 
347,3/21/13,OFFICE_PRODUCTS,Amazon.com,new,SELL BELOW COST,$149.95 ,$89.99 ,1,3/21/13,FEDEX,$89.99 ,$0.00 ,$89.99 
348,3/21/13,,Amazon.com,new,Amazon.com,$6.99 ,$6.99 ,1,3/21/13,FEDEX,$6.99 ,$0.58 ,$7.57 
349,3/21/13,MONITOR,Amazon.com,new,Amazon.com,$164.99 ,$143.99 ,1,3/21/13,FEDEX,$143.99 ,$11.88 ,$155.87 
350,3/21/13,KEYBOARDS,Amazon.com,new,Amazon.com,$29.99 ,$23.10 ,1,3/21/13,FEDEX,$23.10 ,$1.91 ,$25.01 
351,3/21/13,COMPUTER,Amazon.com,new,Plugable Technologies,$99.99 ,$59.95 ,1,3/21/13,FEDEX,$59.95 ,$0.00 ,$59.95 
352,3/24/13,HEALTH_PERSONAL_CARE,Amazon.com,new,BuyHerbs,$54.95 ,$24.95 ,1,3/26/13,USPS,$24.95 ,$0.00 ,$24.95 
353,5/3/13,,Amazon.com,new,2020Products,$17.99 ,$3.98 ,1,5/5/13,USPS,$3.98 ,$0.00 ,$3.98 
354,5/7/13,CELLULAR_PHONE_CASE,Amazon.com,new,Panda Town(Ships From Hongkong),$0.00 ,$3.28 ,1,5/8/13,HK  POST,$3.28 ,$0.00 ,$3.28 
355,6/13/13,,Amazon.com,new,Amazon.com,$49.99 ,$44.71 ,1,6/13/13,USPS,$44.71 ,$3.80 ,$48.51 
356,6/24/13,NETWORKING_ROUTER,Amazon.com,new,Amazon.com,$76.64 ,$51.99 ,1,6/24/13,ONTRAC,$51.99 ,$4.42 ,$56.41 
357,7/14/13,,Amazon.com,new,AnkerDirect,$0.00 ,$9.99 ,1,7/15/13,USPS,$9.99 ,$0.00 ,$9.99 
358,7/23/13,WIRELESS_ACCESSORY,Amazon.com,new,Eforcity,$0.00 ,$0.20 ,1,7/24/13,"DHL Global Mail,DHL Global Mail",$0.20 ,$0.02 ,$0.22 
359,7/23/13,,Amazon.com,new,Eforcity,$0.00 ,$0.10 ,1,7/24/13,"DHL Global Mail,DHL Global Mail",$0.10 ,$0.01 ,$0.11 
360,7/23/13,BEAUTY,Amazon.com,new,,$17.95 ,$12.79 ,2,7/24/13,USPS,$25.58 ,$0.00 ,$25.58 
361,8/1/13,KITCHEN,Amazon.com,new,Amazon.com,$7.48 ,$8.24 ,1,8/1/13,SMARTPOST,$8.24 ,$0.58 ,$8.82 
362,8/1/13,WIRELESS_ACCESSORY,Amazon.com,new,KINGMAS,$0.00 ,$3.49 ,1,8/1/13,USPS,$3.49 ,$0.00 ,$3.49 
363,8/1/13,,Amazon.com,new,KINGMAS,$0.00 ,$2.49 ,1,8/1/13,USPS,$2.49 ,$0.00 ,$2.49 
364,8/1/13,HOME_LIGHTING_AND_LAMPS,Amazon.com,new,Innovationstore,$0.00 ,$19.95 ,1,8/1/13,SMARTPOST,$19.95 ,$0.00 ,$19.95 
365,8/3/13,OUTDOOR_LIVING,Amazon.com,new,Innovationstore,$0.00 ,$18.99 ,1,8/4/13,SMARTPOST,$18.99 ,$0.00 ,$18.99 
366,8/5/13,HOME_LIGHTING_ACCESSORY,Amazon.com,new,Amazon.com,$39.99 ,$17.88 ,1,8/5/13,LASERSHIP,$17.88 ,$1.25 ,$19.13 
367,8/9/13,BATTERY,Amazon.com,new,Amazon.com,$9.52 ,$8.50 ,1,8/10/13,UPS,$8.50 ,$0.60 ,$9.10 
368,8/9/13,HOME_LIGHTING_AND_LAMPS,Amazon.com,new,SELL BELOW COST,$15.00 ,$6.97 ,2,8/10/13,UPS,$13.94 ,$0.00 ,$13.94 
369,8/9/13,BATTERY,Amazon.com,new,Amazon.com,$0.00 ,$9.49 ,1,8/10/13,UPS,$9.49 ,$0.66 ,$10.15 
370,8/9/13,HOME_LIGHTING_AND_LAMPS,Amazon.com,new,Amazon.com,$16.99 ,$6.77 ,1,8/10/13,UPS,$6.77 ,$0.47 ,$7.24 
371,8/13/13,BEAUTY,Amazon.com,new,Amazon.com,$57.00 ,$25.05 ,1,8/14/13,UPS,$25.05 ,$1.75 ,$26.80 
372,8/15/13,HOME_LIGHTING_AND_LAMPS,Amazon.com,new,Amazon.com,$32.91 ,$9.66 ,1,8/15/13,USPS,$9.66 ,$0.68 ,$10.34 
373,8/21/13,ELECTRIC_FAN,Amazon.com,new,Amazon.com,$49.00 ,$33.09 ,1,8/22/13,USPS,$33.09 ,$2.32 ,$35.41 
374,8/21/13,HOME_LIGHTING_AND_LAMPS,Amazon.com,new,HDE,$23.99 ,$7.99 ,1,8/22/13,USPS,$7.99 ,$0.00 ,$7.99 
375,8/21/13,,Amazon.com,new,SELL BELOW COST,$19.95 ,$13.15 ,1,8/22/13,USPS,$13.15 ,$0.00 ,$13.15 
376,8/21/13,,Amazon.com,new,Maxxima,$0.00 ,$19.99 ,1,8/22/13,USPS,$19.99 ,$0.00 ,$19.99 
377,8/26/13,HOME,Amazon.com,new,Space with Taste,$14.99 ,$9.99 ,1,8/26/13,UPS,$9.99 ,$0.70 ,$10.69 
378,8/30/13,HOME,Amazon.com,new,Amazon.com,$209.99 ,$196.50 ,1,9/3/13,UPS,$196.50 ,$13.76 ,$210.26 
379,8/30/13,OUTDOOR_LIVING,Amazon.com,new,Amazon.com,$14.99 ,$7.97 ,1,8/30/13,LASERSHIP,$7.97 ,$0.56 ,$8.53 
380,8/31/13,HOME,Amazon.com,new,Space with Taste,$14.99 ,$9.99 ,1,8/31/13,SMARTPOST,$9.99 ,$0.70 ,$10.69 
381,8/31/13,,Amazon.com,new,Amazon.com,$0.00 ,$14.99 ,1,8/31/13,SMARTPOST,$14.99 ,$1.05 ,$16.04 
382,9/16/13,,Amazon.com,new,JR Mushrooms & Specialties,$0.00 ,$21.95 ,1,9/17/13,UPS,$21.95 ,$0.00 ,$21.95 
383,9/30/13,BACKPACK,Amazon.com,new,Amazon.com,$51.95 ,$22.49 ,1,10/1/13,USPS,$22.49 ,$1.57 ,$24.06 
384,9/30/13,BACKPACK,Amazon.com,new,Amazon.com,$69.99 ,$51.43 ,0,,,$0.00 ,$0.00 ,$0.00 
385,9/30/13,COMPUTER,Amazon.com,new,Amazon.com,$0.00 ,$5.49 ,1,10/1/13,USPS,$5.49 ,$0.38 ,$5.87 
386,10/5/13,HOME,Amazon.com,new,Amazon.com,$139.99 ,$119.00 ,1,10/7/13,UPS,$119.00 ,$8.33 ,$127.33 
387,10/5/13,HARDWARE,Amazon.com,new,Amazon.com,$3.19 ,$3.49 ,0,,,$0.00 ,$0.00 ,$0.00 
388,10/9/13,HOME_LIGHTING_ACCESSORY,Amazon.com,new,JacobsParts,$0.00 ,$8.54 ,1,10/9/13,USPS,$8.54 ,$0.00 ,$8.54 
389,10/9/13,OFFICE_PRODUCTS,Amazon.com,new,Amazon.com,$2.79 ,$2.49 ,1,10/9/13,UPS,$2.49 ,$0.17 ,$2.66 
390,10/9/13,HARDWARE,Amazon.com,new,Amazon.com,$3.19 ,$3.49 ,1,10/9/13,UPS,$3.49 ,$0.24 ,$3.73 
391,10/9/13,CE_ACCESSORY,Amazon.com,new,Amazon.com,$7.26 ,$4.39 ,1,10/9/13,UPS,$4.39 ,$0.31 ,$4.70 
392,10/9/13,,Amazon.com,new,HitLights,$9.99 ,$5.97 ,1,10/9/13,UPS,$5.97 ,$0.00 ,$5.97 
393,10/9/13,,Amazon.com,new,Amazon.com,$16.99 ,$12.09 ,1,10/9/13,UPS,$12.09 ,$0.85 ,$12.94 
394,10/9/13,HOME_LIGHTING_ACCESSORY,Amazon.com,new,JacobsParts,$0.00 ,$9.82 ,0,,,$0.00 ,$0.00 ,$0.00 
395,10/15/13,,Amazon.com,new,Amnergy,$0.00 ,$23.89 ,1,10/15/13,UPS,$23.89 ,$0.00 ,$23.89 
396,10/16/13,HEALTH_PERSONAL_CARE,Amazon.com,new,Amazon.com,$14.99 ,$8.79 ,1,10/17/13,USPS,$8.79 ,$0.00 ,$8.79 
397,10/16/13,HOME,Amazon.com,new,Amazon.com,$0.00 ,$9.15 ,1,10/17/13,USPS,$9.15 ,$0.64 ,$9.79 
398,10/16/13,POWER_SUPPLIES_OR_PROTECTION,Amazon.com,new,Amazon.com,$49.99 ,$21.63 ,1,10/17/13,USPS,$21.63 ,$1.51 ,$23.14 
399,10/17/13,HOME_LIGHTING_ACCESSORY,Amazon.com,new,Amazon.com,$7.49 ,$8.22 ,1,10/17/13,USPS,$8.22 ,$0.58 ,$8.80 
400,10/18/13,HARDWARE,Amazon.com,new,Amazon.com,$40.99 ,$32.58 ,1,10/19/13,UPS,$32.58 ,$2.28 ,$34.86 
401,10/18/13,HOME,Amazon.com,new,Best Home Fashion,$39.99 ,$22.99 ,1,10/19/13,UPS,$22.99 ,$1.61 ,$24.60 
402,11/2/13,COFFEE_MAKER,Amazon.com,new,Amazon.com,$19.99 ,$20.99 ,1,11/2/13,USPS,$20.99 ,$1.47 ,$22.46 
403,11/12/13,,Amazon.com,new,POWERGEN,$39.99 ,$13.99 ,1,11/13/13,USPS,$13.99 ,$0.00 ,$13.99 
404,11/12/13,HOME,Amazon.com,new,Amazon.com,$62.99 ,$49.99 ,1,11/13/13,USPS,$49.99 ,$3.50 ,$53.49 
405,11/13/13,OFFICE_PRODUCTS,Amazon.com,new,OutletPC,$0.00 ,$34.98 ,1,11/13/13,UPS,$34.98 ,$0.00 ,$34.98 
406,11/20/13,COMPUTER_ADD_ON,Amazon.com,new,Amazon.com,$134.99 ,$94.99 ,1,11/21/13,USPS,$94.99 ,$6.65 ,$101.64 
407,11/20/13,COMPUTER_COMPONENT,Amazon.com,new,Cable Matters,$24.99 ,$11.99 ,1,11/21/13,USPS,$11.99 ,$0.00 ,$11.99 
408,11/21/13,ELECTRONIC_ADAPTER,Amazon.com,new,Amazon.com,$87.99 ,$76.89 ,1,11/21/13,USPS,$76.89 ,$5.38 ,$82.27 
409,11/21/13,ABIS_ELECTRONICS,Amazon.com,new,GO Carol,$0.00 ,$1.87 ,1,11/22/13,HK POST,$1.87 ,$0.00 ,$1.87 
410,11/22/13,KITCHEN,Amazon.com,new,Amazon.com,$5.99 ,$2.52 ,1,11/23/13,USPS,$2.52 ,$0.13 ,$2.65 
411,11/22/13,BEAUTY,Amazon.com,new,Wellica Inc,$17.95 ,$12.59 ,2,11/23/13,USPS,$25.18 ,$0.00 ,$25.18 
412,11/22/13,CARRYING_CASE_OR_BAG,Amazon.com,new,Amazon.com,$99.00 ,$85.24 ,1,11/24/13,UPS,$85.24 ,$4.30 ,$89.54 
413,11/24/13,COMPUTER_COMPONENT,Amazon.com,new,V I V O,$0.00 ,$38.89 ,1,11/25/13,UPS,$38.89 ,$0.00 ,$38.89 
414,11/26/13,HANDHELD_OR_PDA,Amazon.com,new,Amazon.com,$119.99 ,$67.24 ,1,11/27/13,USPS,$67.24 ,$4.71 ,$71.95 
415,11/28/13,KITCHEN,Amazon.com,new,Amazon.com,$5.99 ,$2.55 ,3,11/29/13,FEDEX,$7.65 ,$0.54 ,$8.19 
416,11/28/13,,Amazon.com,new,Amazon.com,$49.99 ,$19.99 ,1,11/29/13,FEDEX,$19.99 ,$1.40 ,$21.39 
417,11/28/13,COMPUTER_DRIVE_OR_STORAGE,Amazon.com,new,Amazon.com,$269.99 ,$212.99 ,1,11/29/13,FEDEX,$212.99 ,$14.91 ,$227.90 
418,11/28/13,ABIS_BOOK,Amazon.com,new,Amazon.com,$34.95 ,$27.06 ,1,11/29/13,USPS,$27.06 ,$1.89 ,$28.95 
419,11/28/13,ABIS_BOOK,Amazon.com,new,Amazon.com,$19.95 ,$15.22 ,1,11/29/13,USPS,$15.22 ,$1.07 ,$16.29 
420,12/8/13,KITCHEN,Amazon.com,new,Amazon.com,$59.99 ,$54.99 ,1,12/9/13,LASERSHIP,$54.99 ,$2.14 ,$57.13 
421,12/15/13,AUTO_ACCESSORY,Amazon.com,new,Anything Powersports,$117.95 ,$105.74 ,1,12/19/13,UPS,$105.74 ,$0.00 ,$105.74 
422,12/15/13,CAR_ALARM,Amazon.com,new,mnpkits,$0.00 ,$6.00 ,1,12/16/13,DHL,$6.00 ,$0.00 ,$6.00 
423,12/24/13,ABIS_BOOK,Amazon.com,new,Amazon.com,$16.00 ,$10.93 ,1,12/26/13,LASERSHIP,$10.93 ,$0.77 ,$11.70 
424,12/24/13,ABIS_BOOK,Amazon.com,used good,ThriftBooks - Sierra Nevada,$17.00 ,$0.02 ,1,12/24/13,USPS,$0.02 ,$0.00 ,$0.02 
425,12/24/13,ABIS_BOOK,Amazon.com,new,Amazon.com,$27.00 ,$17.76 ,1,12/26/13,LASERSHIP,$17.76 ,$1.24 ,$19.00 
426,12/30/13,CELLULAR_PHONE_CASE,Amazon.com,new,Hartop Direct,$0.00 ,$1.29 ,1,12/30/13,USPS,$1.29 ,$0.00 ,$1.29 
427,12/30/13,CELLULAR_PHONE_CASE,Amazon.com,new,Everydaysource,$3.41 ,$0.21 ,1,1/1/14,DHL Global Mail,$0.21 ,$0.00 ,$0.21 
428,12/30/13,ABIS_BOOK,Amazon.com,used verygood,Better World Books,$24.95 ,$4.19 ,1,12/31/13,USPS,$4.19 ,$0.00 ,$4.19 
429,12/30/13,ABIS_BOOK,Amazon.com,used verygood,excelsior60,$19.95 ,$11.00 ,1,12/30/13,USPS,$11.00 ,$0.00 ,$11.00 
430,1/9/14,KITCHEN,Amazon.com,new,Amazon.com,$59.99 ,$0.00 ,1,1/10/14,USPS,$0.00 ,$0.00 ,$0.00 
431,1/13/14,TOOLS,Amazon.com,new,Amazon.com,$7.00 ,$5.88 ,1,1/14/14,USPS,$5.88 ,$0.41 ,$6.29 
432,1/13/14,ABIS_BOOK,Amazon.com,new,Amazon.com,$21.95 ,$15.60 ,1,1/14/14,USPS,$15.60 ,$1.09 ,$16.69 
433,1/13/14,BOTTLE,Amazon.com,new,Amazon.com,$6.99 ,$3.99 ,1,1/14/14,USPS,$3.99 ,$0.28 ,$4.27 
434,1/23/14,CELLULAR_PHONE_CASE,Amazon.com,new,G2LIFE,$10.59 ,$0.14 ,1,1/23/14,China Post,$0.14 ,$0.00 ,$0.14 
435,2/3/14,OUTDOOR_LIVING,Amazon.com,new,Amazon.com,$249.99 ,$219.99 ,1,2/4/14,UPS,$219.99 ,$15.40 ,$235.39 
436,2/8/14,SHOES,Amazon.com,new,Amazon.com,$59.00 ,$46.63 ,1,2/9/14,USPS,$46.63 ,$0.00 ,$46.63 
437,2/9/14,SHOES,Amazon.com,new,Amazon.com,$69.95 ,$55.31 ,1,2/10/14,USPS,$55.31 ,$0.00 ,$55.31 
438,3/6/14,HOME_LIGHTING_ACCESSORY,Amazon.com,new,Amazon.com,$99.00 ,$86.71 ,1,3/6/14,USPS,$86.71 ,$6.07 ,$92.78 
439,3/6/14,HOME_LIGHTING_ACCESSORY,Amazon.com,new,Amazon.com,$59.99 ,$37.97 ,0,,,$0.00 ,$0.00 ,$0.00 
440,3/14/14,HOME,Amazon.com,new,Amazon.com,$16.99 ,$11.97 ,1,3/14/14,USPS,$11.97 ,$0.84 ,$12.81 
441,3/14/14,HOME,Amazon.com,new,Ebuy4less,$39.50 ,$18.99 ,1,3/14/14,USPS,$18.99 ,$0.00 ,$18.99 
442,3/18/14,OUTDOOR_RECREATION_PRODUCT,Amazon.com,new,High Sierra Store,$320.00 ,$121.43 ,1,3/19/14,USPS,$121.43 ,$8.50 ,$129.93 
443,3/20/14,SHOES,Amazon.com,new,Amazon.com,$110.00 ,$97.99 ,1,3/20/14,UPS,$97.99 ,$0.00 ,$97.99 
444,4/11/14,SPORTING_GOODS,Amazon.com,new,Wow N.P.,$138.00 ,$119.99 ,1,4/11/14,USPS,$119.99 ,$0.00 ,$119.99 
445,7/8/14,ABIS_BOOK,Amazon.com,used good,apex_media,$42.95 ,$14.88 ,1,7/8/14,USPS,$14.88 ,$1.04 ,$15.92 
446,7/12/14,ABIS_GIFT_CARD,Amazon.com,new,Amazon.com,$50.00 ,$100.00 ,1,7/12/14,,$100.00 ,$0.00 ,$100.00 
447,7/12/14,ABIS_BOOK,Amazon.com,new,Amazon.com,$44.99 ,$33.77 ,1,7/13/14,USPS,$33.77 ,$2.36 ,$36.13 
448,7/12/14,ABIS_BOOK,Amazon.com,new,Amazon.com,$24.99 ,$16.84 ,1,7/13/14,USPS,$16.84 ,$1.18 ,$18.02 
449,8/14/14,ABIS_GIFT_CARD,Amazon.com,new,Amazon.com,$50.00 ,$47.81 ,1,8/14/14,,$47.81 ,$0.00 ,$47.81 
450,9/2/14,OUTERWEAR,Amazon.com,new,Amazon.com,$200.00 ,$195.00 ,1,9/2/14,USPS,$195.00 ,$0.00 ,$195.00 
451,9/4/14,ABIS_BOOK,Amazon.com,new,Amazon.com,$148.00 ,$85.84 ,1,9/5/14,USPS,$85.84 ,$6.01 ,$91.85 
452,9/4/14,ABIS_BOOK,Amazon.com,new,Amazon.com,$19.95 ,$12.64 ,1,9/5/14,USPS,$12.64 ,$0.88 ,$13.52 
453,9/6/14,ABIS_BOOK,Amazon.com,new,Amazon.com,$20.99 ,$14.69 ,1,9/6/14,USPS,$14.69 ,$1.03 ,$15.72 
454,9/6/14,ABIS_BOOK,Amazon.com,new,Amazon.com,$39.99 ,$29.50 ,1,9/6/14,USPS,$29.50 ,$2.07 ,$31.57 
455,9/14/14,BOTTLE,Amazon.com,new,California Tools LLC,$0.00 ,$6.99 ,1,9/14/14,USPS,$6.99 ,$0.00 ,$6.99 
456,9/23/14,APPAREL,Amazon.com,new,DARYA TRADING INC,$698.00 ,$199.00 ,1,9/24/14,USPS,$199.00 ,$0.00 ,$199.00 
457,9/25/14,PANTS,Amazon.com,new,Amazon.com,$120.00 ,$78.00 ,1,9/26/14,USPS,$78.00 ,$0.00 ,$78.00 
458,9/25/14,PANTS,Amazon.com,new,Amazon.com,$120.00 ,$78.00 ,1,9/26/14,USPS,$78.00 ,$0.00 ,$78.00 
459,9/28/14,HAT,Amazon.com,new,Amazon.com,$12.00 ,$9.99 ,1,9/29/14,USPS,$9.99 ,$0.00 ,$9.99 
460,10/8/14,HOME,Amazon.com,new,Amazon.com,$24.99 ,$19.95 ,1,10/10/14,FEDEX,$19.95 ,$1.40 ,$21.35 
461,10/8/14,HARDWARE,Amazon.com,new,Amazon.com,$0.00 ,$12.29 ,1,10/10/14,FEDEX,$12.29 ,$0.86 ,$13.15 
462,10/9/14,CELLULAR_PHONE_CASE,Amazon.com,new,Fanmis Watch,$33.99 ,$1.58 ,1,10/11/14,4PX,$1.58 ,$0.00 ,$1.58 
463,10/10/14,PHONE_ACCESSORY,Amazon.com,new,Equinox Int,$0.00 ,$10.98 ,1,10/11/14,USPS,$10.98 ,$0.00 ,$10.98 
464,10/11/14,ACCESSORY,Amazon.com,new,Kuldip LTD,$19.99 ,$3.49 ,1,10/12/14,Royal Mail,$3.49 ,$0.00 ,$3.49 
465,10/11/14,,Amazon.com,new,Kuldip LTD,$19.99 ,$3.49 ,1,10/12/14,Royal Mail,$3.49 ,$0.00 ,$3.49 
466,10/11/14,ACCESSORY,Amazon.com,new,Go Commando Gear,$13.99 ,$4.79 ,1,10/13/14,USPS,$4.79 ,$0.00 ,$4.79 
467,10/16/14,HEALTH_PERSONAL_CARE,Amazon.com,new,Amazon.com,$8.99 ,$3.49 ,1,10/17/14,USPS,$3.49 ,$0.00 ,$3.49 
468,10/16/14,HOME,Amazon.com,new,Amazon.com,$14.99 ,$14.99 ,1,10/17/14,USPS,$14.99 ,$1.05 ,$16.04 
469,10/16/14,,Amazon.com,new,Deerso,$40.28 ,$19.40 ,1,10/17/14,USPS,$19.40 ,$0.00 ,$19.40 
470,10/16/14,ACCESSORY,Amazon.com,new,Go Commando Gear,$13.99 ,$4.79 ,1,10/17/14,USPS,$4.79 ,$0.00 ,$4.79 
471,10/17/14,LAB_SUPPLY,Amazon.com,new,"BQLZR(7-20 days delivery,Fast and free shipping，great customer service)",$0.00 ,$4.16 ,1,10/17/14,China Post,$4.16 ,$0.00 ,$4.16 
472,10/23/14,CELLULAR_PHONE_CASE,Amazon.com,new,G2LIFE,$23.99 ,$1.69 ,1,10/24/14,China Post,$1.69 ,$0.00 ,$1.69 
473,10/23/14,CELLULAR_PHONE_CASE,Amazon.com,new,FishingForDeals,$9.99 ,$1.58 ,1,10/25/14,Hong Kong Post,$1.58 ,$0.00 ,$1.58 
474,10/24/14,OUTERWEAR,Amazon.com,new,Amazon.com,$200.00 ,$156.58 ,1,10/25/14,USPS,$156.58 ,$0.00 ,$156.58 
475,11/1/14,CELLULAR_PHONE_CASE,Amazon.com,new,Eforcity,$29.90 ,$3.38 ,1,11/3/14,DHL Global Mail,$3.38 ,$0.00 ,$3.38 
476,11/1/14,WIRELESS_ACCESSORY,Amazon.com,new,DeNA,$0.00 ,$1.99 ,1,11/1/14,USPS,$1.99 ,$0.00 ,$1.99 
477,11/3/14,TOOLS,Amazon.com,new,Amazon.com,$20.76 ,$16.98 ,1,11/4/14,USPS,$16.98 ,$1.44 ,$18.42 
478,11/3/14,TOOLS,Amazon.com,new,Micro-Tools,$5.32 ,$5.18 ,1,11/4/14,USPS,$5.18 ,$0.39 ,$5.57 
479,11/4/14,LUGGAGE,Amazon.com,new,Torero Corporation,$0.00 ,$11.99 ,1,11/4/14,USPS,$11.99 ,$0.00 ,$11.99 
480,11/15/14,WIRELESS_ACCESSORY,Amazon.com,new,greenlight wholesaler,$0.00 ,$1.26 ,1,11/16/14,Hongkong,$1.26 ,$0.00 ,$1.26 
481,11/29/14,,Amazon.com,new,La Belle B Supply,$0.00 ,$6.49 ,1,12/1/14,USPS,$6.49 ,$0.00 ,$6.49 
482,12/14/14,,Amazon.com,new,AmericaRx,$7.95 ,$6.65 ,1,12/15/14,USPS,$6.65 ,$0.00 ,$6.65 
483,12/21/14,DOWNLOADABLE_VIDEO_GAME,Amazon.com,new,Amazon.com Services LLC,$19.99 ,$4.99 ,1,12/21/14,,$4.99 ,$0.35 ,$5.34 
484,12/22/14,PERSONAL_CARE_APPLIANCE,Amazon.com,new,dzt1968 ☀Christmas discounts up to 90%,$8.87 ,$2.71 ,1,12/22/14,Other,$2.71 ,$0.00 ,$2.71 
485,12/22/14,HEALTH_PERSONAL_CARE,Amazon.com,new,"Rock Ridge Sales, Inc",$4.19 ,$4.93 ,1,12/24/14,USPS,$4.93 ,$0.00 ,$4.93 
486,12/29/14,HEALTH_PERSONAL_CARE,Amazon.com,new,ColorYourLife,$0.00 ,$9.49 ,1,12/30/14,USPS,$9.49 ,$0.00 ,$9.49 
487,12/29/14,CAMERA_OTHER_ACCESSORIES,Amazon.com,new,ColorYourLife,$11.99 ,$6.99 ,1,12/30/14,USPS,$6.99 ,$0.00 ,$6.99 
488,12/30/14,WIRELESS_ACCESSORY,Amazon.com,new,VicTsingDirect,$49.99 ,$15.99 ,1,12/31/14,USPS,$15.99 ,$0.00 ,$15.99 
489,1/13/15,BISS,Amazon.com,new,ToolMall,$0.00 ,$7.99 ,1,1/14/15,USPS,$7.99 ,$0.00 ,$7.99 
490,1/15/15,CELLULAR_PHONE,Amazon.com,new,"Wireless Experts, Inc.",$79.99 ,$21.54 ,1,1/16/15,USPS,$21.54 ,$1.83 ,$23.37 
491,1/30/15,ART_AND_CRAFT_SUPPLY,Amazon.com,new,Open Bay Trading Co.,$0.00 ,$4.99 ,1,1/31/15,USPS,$4.99 ,$0.00 ,$4.99 
492,1/31/15,WIRELESS_ACCESSORY,Amazon.com,new,Patozon,$29.99 ,$15.99 ,1,1/31/15,USPS,$15.99 ,$0.00 ,$15.99 
493,2/3/15,BAG,Amazon.com,new,Amazon.com,$120.00 ,$50.99 ,1,2/4/15,UPS,$50.99 ,$3.57 ,$54.56 
494,2/15/15,PERSONAL_CARE_APPLIANCE,Amazon.com,new,,$0.00 ,$2.50 ,1,2/15/15,USPS,$2.50 ,$0.00 ,$2.50 
495,2/15/15,SPORTING_GOODS,Amazon.com,new,BIGFLY,$0.00 ,$7.52 ,1,2/15/15,USPS,$7.52 ,$0.00 ,$7.52 
496,2/15/15,AUTO_ACCESSORY,Amazon.com,new,TriStateValue,$7.23 ,$6.35 ,1,2/15/15,USPS,$6.35 ,$0.00 ,$6.35 
497,2/15/15,HOME_BED_AND_BATH,Amazon.com,new,Insole Dept,$3.83 ,$6.59 ,1,2/18/15,USPS,$6.59 ,$0.00 ,$6.59 
498,2/17/15,BEAUTY,Amazon.com,new,,$17.95 ,$13.95 ,2,2/17/15,USPS,$27.90 ,$0.00 ,$27.90 
499,3/15/15,KITCHEN,Amazon.com,new,Amazon.com,$29.89 ,$13.79 ,1,3/15/15,USPS,$13.79 ,$0.97 ,$14.76 
500,3/15/15,OUTERWEAR,Amazon.com,new,Amazon.com,$400.00 ,$241.92 ,1,3/15/15,USPS,$241.92 ,$0.00 ,$241.92 
501,3/15/15,FLASH_MEMORY,Amazon.com,new,Amazon.com,$0.00 ,$16.99 ,1,3/16/15,USPS,$16.99 ,$1.19 ,$18.18 
502,4/4/15,PHONE_ACCESSORY,Amazon.com,new,Equinox Int,$0.00 ,$8.99 ,1,4/5/15,USPS,$8.99 ,$0.00 ,$8.99 
503,4/4/15,CELLULAR_PHONE_CASE,Amazon.com,new,Eforcity,$19.99 ,$3.29 ,2,4/6/15,DHL Global Mail,$6.58 ,$0.00 ,$6.58 
504,4/11/15,PANTS,Amazon.com,new,Match_Garments,$0.00 ,$17.99 ,1,4/12/15,LASERSHIP,$17.99 ,$0.00 ,$17.99 
505,4/12/15,PANTS,Amazon.com,new,Match_Garments,$0.00 ,$17.99 ,1,4/12/15,LASERSHIP,$17.99 ,$0.00 ,$17.99 
506,4/21/15,CELLULAR_PHONE_CASE,Amazon.com,new,Eforcity,$19.99 ,$3.29 ,2,4/22/15,DHL Global Mail,$6.58 ,$0.00 ,$6.58 
507,4/21/15,HEALTH_PERSONAL_CARE,Amazon.com,new,Naturtint USA,$107.94 ,$41.94 ,1,4/22/15,USPS,$41.94 ,$0.00 ,$41.94 
508,4/29/15,ABIS_BOOK,Amazon.com,used mint,Owls Book Sales,$70.00 ,$18.55 ,1,4/30/15,DHL Global Mail,$18.55 ,$0.00 ,$18.55 
